AL,2/21/2017,-0.003035953
AR,2/21/2017,-0.01626719
AZ,2/21/2017,-0.006837873
CA,2/21/2017,0.003717469
CO,2/21/2017,0.003744338
CT,2/21/2017,-0.007645706
DC,2/21/2017,0.011948663
DE,2/21/2017,0.009528205
FL,2/21/2017,0.000840135
GA,2/21/2017,-0.004009279
HI,2/21/2017,0.005453057
IA,2/21/2017,0.011660401
ID,2/21/2017,0.000148826
IL,2/21/2017,0.000431091
IN,2/21/2017,0.000242836
KS,2/21/2017,-0.009227128
KY,2/21/2017,0.00933792
LA,2/21/2017,-0.00739156
MA,2/21/2017,0.00095451
MD,2/21/2017,-0.007394445
ME,2/21/2017,0.017078503
MI,2/21/2017,-0.00119071
MN,2/21/2017,0.001285631
MO,2/21/2017,0.006793135
MS,2/21/2017,-0.004104185
MT,2/21/2017,0.002063258
NC,2/21/2017,-0.00102984
ND,2/21/2017,-0.003021535
NE,2/21/2017,0.002693211
NH,2/21/2017,0.002268581
NJ,2/21/2017,-0.004404421
NM,2/21/2017,-0.001662954
NV,2/21/2017,0.003253136
NY,2/21/2017,0.001203315
OH,2/21/2017,-0.00265383
OK,2/21/2017,0.009222527
OR,2/21/2017,2.60E-06
PA,2/21/2017,-0.000128528
RI,2/21/2017,-0.002426485
SC,2/21/2017,0.001697402
SD,2/21/2017,-0.016016623
TN,2/21/2017,-0.007461552
TX,2/21/2017,-0.010239922
UT,2/21/2017,0.009616584
VA,2/21/2017,-0.003638475
VT,2/21/2017,-0.009002398
WA,2/21/2017,0.003680065
WI,2/21/2017,-0.001888174
WV,2/21/2017,0.009024566
WY,2/21/2017,0.008560257
