AL,6/6/2017,-0.001005879
AR,6/6/2017,0.003723211
AZ,6/6/2017,0.004978841
CA,6/6/2017,0.000460277
CO,6/6/2017,0.002521045
CT,6/6/2017,-0.002360507
DC,6/6/2017,0.003214508
DE,6/6/2017,0.002369784
FL,6/6/2017,0.001014062
GA,6/6/2017,-0.001302712
HI,6/6/2017,0.014042586
IA,6/6/2017,-0.008333871
ID,6/6/2017,0.005570819
IL,6/6/2017,0.000922166
IN,6/6/2017,0.00359287
KS,6/6/2017,0.001127845
KY,6/6/2017,-0.000847714
LA,6/6/2017,-0.000309119
MA,6/6/2017,0.003219526
MD,6/6/2017,-0.002932166
ME,6/6/2017,0.010724088
MI,6/6/2017,0.002615781
MN,6/6/2017,-0.005123292
MO,6/6/2017,0.003828847
MS,6/6/2017,0.006616486
MT,6/6/2017,-0.009024552
NC,6/6/2017,0.001327583
ND,6/6/2017,-0.001549003
NE,6/6/2017,-0.002177648
NH,6/6/2017,0.010909934
NJ,6/6/2017,-0.009548441
NM,6/6/2017,0.001517752
NV,6/6/2017,0.004781403
NY,6/6/2017,-0.001787488
OH,6/6/2017,-0.001755845
OK,6/6/2017,-0.007372936
OR,6/6/2017,0.002048644
PA,6/6/2017,-0.002620902
RI,6/6/2017,6.81E-05
SC,6/6/2017,-0.00649708
SD,6/6/2017,0.003283165
TN,6/6/2017,-0.006843227
UT,6/6/2017,-0.007871232
VA,6/6/2017,-0.00307029
VT,6/6/2017,-0.000228572
WA,6/6/2017,-0.00040609
WI,6/6/2017,-0.002915898
WV,6/6/2017,-0.002908099
WY,6/6/2017,0.004844201
