AL,12/8/2016,0.008769313
AR,12/8/2016,0.013148653
AZ,12/8/2016,-0.006032576
CA,12/8/2016,-0.002725026
CO,12/8/2016,0.007021237
CT,12/8/2016,-0.015656601
DC,12/8/2016,0.000248036
DE,12/8/2016,0.007773158
FL,12/8/2016,0.00023769
GA,12/8/2016,0.002734018
HI,12/8/2016,-0.014587686
IA,12/8/2016,0.012953919
ID,12/8/2016,-0.008838764
IL,12/8/2016,0.005522838
IN,12/8/2016,0.003071087
KS,12/8/2016,-0.011337334
KY,12/8/2016,0.00222783
LA,12/8/2016,0.001564141
MA,12/8/2016,-0.001049204
MD,12/8/2016,-0.005735047
ME,12/8/2016,-0.004228499
MI,12/8/2016,-0.009378984
MN,12/8/2016,0.006865841
MO,12/8/2016,-0.004947873
MS,12/8/2016,-0.000996294
MT,12/8/2016,0.000805497
NC,12/8/2016,0.003099038
ND,12/8/2016,0.009593777
NE,12/8/2016,0.001382659
NH,12/8/2016,-0.004562103
NJ,12/8/2016,0.003796745
NM,12/8/2016,0.010089619
NV,12/8/2016,0.002309177
NY,12/8/2016,0.003277757
OH,12/8/2016,-0.002212171
OK,12/8/2016,0.012409639
OR,12/8/2016,0.007819895
PA,12/8/2016,0.002323278
RI,12/8/2016,0.006659738
SC,12/8/2016,-0.003931997
SD,12/8/2016,-0.008838764
TN,12/8/2016,0.00226055
TX,12/8/2016,-0.05799567
UT,12/8/2016,-0.001345277
VA,12/8/2016,0.002643689
VT,12/8/2016,-0.010970825
WA,12/8/2016,-0.002726877
WI,12/8/2016,0.000283806
WV,12/8/2016,0.001693315
WY,12/8/2016,-0.008315285
