AL,11/20/2016,-0.019129904
AR,11/20/2016,0.023642647
AZ,11/20/2016,-0.008922932
CA,11/20/2016,0.004335261
CO,11/20/2016,-0.004434342
CT,11/20/2016,-0.006567336
DC,11/20/2016,-0.002148563
DE,11/20/2016,0.017863346
FL,11/20/2016,0.007375534
GA,11/20/2016,0.001961204
HI,11/20/2016,0.023642647
IA,11/20/2016,0.004818997
ID,11/20/2016,-0.020104468
IL,11/20/2016,-0.00533867
IN,11/20/2016,0.000931645
KS,11/20/2016,-0.012357583
KY,11/20/2016,-0.007032105
LA,11/20/2016,-0.004049838
MA,11/20/2016,0.004535407
MD,11/20/2016,-0.011803733
ME,11/20/2016,0.009478622
MI,11/20/2016,0.005217548
MN,11/20/2016,0.004623658
MO,11/20/2016,0.001488659
MS,11/20/2016,-0.001131705
MT,11/20/2016,-0.016379407
NC,11/20/2016,0.008186377
ND,11/20/2016,-0.006851665
NE,11/20/2016,-0.013123545
NH,11/20/2016,-0.161501395
NJ,11/20/2016,-0.004619216
NM,11/20/2016,-0.02475736
NV,11/20/2016,0.01172533
NY,11/20/2016,0.010690659
OH,11/20/2016,0.00287883
OK,11/20/2016,0.015605387
OR,11/20/2016,-0.006298138
PA,11/20/2016,0.006203308
RI,11/20/2016,0.009162108
SC,11/20/2016,-0.006004601
SD,11/20/2016,-0.022809263
TN,11/20/2016,0.001559439
TX,11/20/2016,0.023642647
UT,11/20/2016,0.006811371
VA,11/20/2016,0.003924679
VT,11/20/2016,0.023642647
WA,11/20/2016,0.009302307
WI,11/20/2016,-0.0037861
WV,11/20/2016,0.003334825
WY,11/20/2016,0.016713974
