AL,11/13/2016,0.001200945
AR,11/13/2016,0.023642647
AZ,11/13/2016,0.00993915
CA,11/13/2016,0.007523611
CO,11/13/2016,0.005484913
CT,11/13/2016,0.002947904
DC,11/13/2016,0.013089908
DE,11/13/2016,0.007340656
FL,11/13/2016,-0.006409719
GA,11/13/2016,-0.002342481
HI,11/13/2016,0.023642647
IA,11/13/2016,-0.000810339
ID,11/13/2016,0.015605387
IL,11/13/2016,0.004676672
IN,11/13/2016,0.001488659
KS,11/13/2016,-0.022175828
KY,11/13/2016,-0.007214693
LA,11/13/2016,-0.000781537
MA,11/13/2016,-0.001551339
MD,11/13/2016,0.006756546
ME,11/13/2016,0.003071087
MI,11/13/2016,-0.006286441
MN,11/13/2016,0.013975453
MO,11/13/2016,-0.002097339
MS,11/13/2016,0.011621701
MT,11/13/2016,-0.000824766
NC,11/13/2016,-0.003665693
ND,11/13/2016,-0.00176928
NE,11/13/2016,0.00285107
NH,11/13/2016,0.004226793
NJ,11/13/2016,0.002873284
NM,11/13/2016,-0.030095306
NV,11/13/2016,0.016918869
NY,11/13/2016,-0.006932289
OH,11/13/2016,0.007356021
OK,11/13/2016,0.008873322
OR,11/13/2016,0.006653775
PA,11/13/2016,-0.003589619
RI,11/13/2016,-0.018212292
SC,11/13/2016,0.014499732
SD,11/13/2016,-0.002806502
TN,11/13/2016,-0.013280666
TX,11/13/2016,-0.032099645
UT,11/13/2016,0.01201404
VA,11/13/2016,0.007642545
VT,11/13/2016,0.023642647
WA,11/13/2016,0.010113735
WI,11/13/2016,-0.026354056
WV,11/13/2016,0.012820031
WY,11/13/2016,0.016646651
