AL,12/26/2016,-0.00400553
AR,12/26/2016,0.00618799
AZ,12/26/2016,0.010370673
CA,12/26/2016,0.006225689
CO,12/26/2016,0.010226412
CT,12/26/2016,-0.000729864
DC,12/26/2016,0.023642647
DE,12/26/2016,-0.000246907
FL,12/26/2016,0.00586143
GA,12/26/2016,-0.006279622
HI,12/26/2016,0.023642647
IA,12/26/2016,0.001417425
ID,12/26/2016,-0.001340645
IL,12/26/2016,-0.005005614
IN,12/26/2016,0.002919267
KS,12/26/2016,0.023642647
KY,12/26/2016,-0.001161339
LA,12/26/2016,5.21E-05
MA,12/26/2016,-0.007775736
MD,12/26/2016,-0.029436191
ME,12/26/2016,0.004513374
MI,12/26/2016,0.003175511
MN,12/26/2016,0.018822533
MO,12/26/2016,0.008152508
MS,12/26/2016,-0.009588335
MT,12/26/2016,0.004548602
NC,12/26/2016,-0.000480946
ND,12/26/2016,-0.002942138
NE,12/26/2016,0.009862655
NH,12/26/2016,-0.001563349
NJ,12/26/2016,-0.022369481
NM,12/26/2016,-0.011986447
NV,12/26/2016,0.007543165
NY,12/26/2016,-0.010190782
OH,12/26/2016,0.008130878
OK,12/26/2016,-0.01348259
OR,12/26/2016,0.007027156
PA,12/26/2016,-0.001065286
RI,12/26/2016,0.014595469
SC,12/26/2016,0.013264203
SD,12/26/2016,0.00739176
TN,12/26/2016,0.002335483
UT,12/26/2016,0.00083062
VA,12/26/2016,-0.012719891
VT,12/26/2016,-0.007775736
WA,12/26/2016,-0.004743571
WI,12/26/2016,-0.017402746
WV,12/26/2016,-0.019467816
WY,12/26/2016,-0.00499842
