AL,7/20/2017,0.002720349
AR,7/20/2017,-0.003362014
AZ,7/20/2017,-0.015657397
CA,7/20/2017,0.000638109
CO,7/20/2017,0.003246777
CT,7/20/2017,-0.001453433
DC,7/20/2017,0.004946395
DE,7/20/2017,0.01754199
FL,7/20/2017,-0.000943188
GA,7/20/2017,-0.013022694
HI,7/20/2017,0.005259551
IA,7/20/2017,0.000800201
ID,7/20/2017,-0.002020883
IL,7/20/2017,-0.00038761
IN,7/20/2017,0.006574238
KS,7/20/2017,0.008253236
KY,7/20/2017,0.009850085
LA,7/20/2017,-0.001822779
MA,7/20/2017,0.003048037
MD,7/20/2017,0.000922401
ME,7/20/2017,0.004269267
MI,7/20/2017,0.000986363
MN,7/20/2017,0.000893187
MO,7/20/2017,0.00739787
MS,7/20/2017,0.000883477
MT,7/20/2017,0.001972606
NC,7/20/2017,0.001900714
ND,7/20/2017,-0.008417259
NE,7/20/2017,-0.000723744
NH,7/20/2017,0.009449538
NJ,7/20/2017,0.001974797
NM,7/20/2017,0.003083747
NV,7/20/2017,0.000462863
NY,7/20/2017,0.002951324
OH,7/20/2017,0.002822387
OK,7/20/2017,-0.007659586
OR,7/20/2017,0.005286799
PA,7/20/2017,-0.000268945
RI,7/20/2017,0.00792287
SC,7/20/2017,-0.005398021
SD,7/20/2017,0.001691092
TN,7/20/2017,0.005788914
TX,7/20/2017,-0.027939772
UT,7/20/2017,0.00341359
VA,7/20/2017,-0.000102924
VT,7/20/2017,-0.010786979
WA,7/20/2017,0.003082359
WI,7/20/2017,-0.003284203
WV,7/20/2017,0.003609087
WY,7/20/2017,0.000888048
