AL,6/21/2017,-0.003811241
AR,6/21/2017,-0.007196336
AZ,6/21/2017,0.00330114
CA,6/21/2017,-0.001561183
CO,6/21/2017,0.002091752
CT,6/21/2017,-0.000316169
DC,6/21/2017,0.001013931
DE,6/21/2017,-0.004379154
FL,6/21/2017,-0.001759352
GA,6/21/2017,-0.000612088
HI,6/21/2017,0.013201493
IA,6/21/2017,-0.011713078
ID,6/21/2017,0.004418791
IL,6/21/2017,-0.000110907
IN,6/21/2017,0.00056214
KS,6/21/2017,0.008564017
KY,6/21/2017,0.000369771
LA,6/21/2017,-0.000542686
MA,6/21/2017,0.000432065
MD,6/21/2017,-0.002515318
ME,6/21/2017,-0.005116744
MI,6/21/2017,0.004070624
MN,6/21/2017,-0.002720418
MO,6/21/2017,0.00379664
MS,6/21/2017,-0.000436554
MT,6/21/2017,0.000499642
NC,6/21/2017,-0.00208336
ND,6/21/2017,-0.005446868
NE,6/21/2017,0.003275519
NH,6/21/2017,-0.00080147
NJ,6/21/2017,-0.00520124
NM,6/21/2017,-0.00379374
NV,6/21/2017,0.003446005
NY,6/21/2017,0.003026762
OH,6/21/2017,9.34E-05
OK,6/21/2017,-0.001097599
OR,6/21/2017,0.007906207
PA,6/21/2017,-0.003592637
RI,6/21/2017,-0.004669931
SC,6/21/2017,-0.001485373
SD,6/21/2017,0.004434471
TN,6/21/2017,-0.000971947
TX,6/21/2017,-0.05672996
UT,6/21/2017,0.009774766
VA,6/21/2017,-0.006376676
VT,6/21/2017,-0.001919646
WA,6/21/2017,0.002740546
WI,6/21/2017,-0.002098564
WV,6/21/2017,0.013443968
WY,6/21/2017,0.006519499
