AL,1/1/2017,-0.017153567
AR,1/1/2017,-0.011479529
AZ,1/1/2017,-0.001936464
CA,1/1/2017,-0.00125399
CO,1/1/2017,0.000245979
CT,1/1/2017,-0.005788198
DC,1/1/2017,-0.001043225
DE,1/1/2017,-0.039770603
FL,1/1/2017,0.00239661
GA,1/1/2017,-0.012878165
HI,1/1/2017,-0.045477795
IA,1/1/2017,0.006397028
ID,1/1/2017,-0.004685403
IL,1/1/2017,0.006645817
IN,1/1/2017,-0.005157537
KS,1/1/2017,0.000704447
KY,1/1/2017,-0.001400991
LA,1/1/2017,-0.011418447
MA,1/1/2017,0.00524804
MD,1/1/2017,-0.010239922
ME,1/1/2017,-0.004228499
MI,1/1/2017,-0.008090444
MN,1/1/2017,0.0108615
MO,1/1/2017,0.009044877
MS,1/1/2017,-0.005980399
MT,1/1/2017,0.015679463
NC,1/1/2017,-0.004751901
ND,1/1/2017,0.00807498
NE,1/1/2017,0.010471831
NH,1/1/2017,-0.014757598
NJ,1/1/2017,-0.010575393
NM,1/1/2017,0.007204968
NV,1/1/2017,0.011670284
NY,1/1/2017,0.006533627
OH,1/1/2017,0.00703856
OK,1/1/2017,0.002233661
OR,1/1/2017,0.014915319
PA,1/1/2017,0.005081841
RI,1/1/2017,-0.011767415
SC,1/1/2017,0.013805772
SD,1/1/2017,-0.018849428
TN,1/1/2017,0.00033614
UT,1/1/2017,-0.025588437
VA,1/1/2017,-0.01418248
VT,1/1/2017,-0.00310675
WA,1/1/2017,-0.005469452
WI,1/1/2017,-0.000390886
WV,1/1/2017,-0.002618919
WY,1/1/2017,0.008109964
