2017-01-29,WA,hoops,boys,chiawana,kamiakin,final,scores,end,girls,kennewick,richland,half,lady,pasco,southridge,bit,braves,capitol,count,early,hanford,hill,president,riverhawks,wahi
2017-01-29,DE,1-3,2:00pm,@aclu,@byjoehernandez,@corybooker,@curtisinstitute,@doverpost,@evan_mcmullin,@kengrantde,@nannyfat
2017-01-29,DC,look,application,detained,jan,like,today,want,2/15:\xe2\x80\xa6,7pm,@au_mbasketball,@au_soc,@au_soccareers,@austins1027,@busboysandpoets,@ca_howardu,@cardinal_wuerl,@cwellssun,@georgetown,@gsphoyas,@jasoncherkis,@laurahayesdc,@mdcathcon,@mobydickkabob
2017-01-29,WI,cst,january,plan,snow,24f,2:33pm,4:00am,8f,@a_vagoon,@beckyblank,@nwstwincities,@realdonaldtrump,\xe2\x80\x9cthat,accumulating,advisory,around,atkinson,ban,battles,boys,campus,celebration
2017-01-29,WV,@herdmbb,herd,remaining,stateatplay,utep,thompson,.@wvugymnastics,@toddthemurr,body,contest,found,half,marshall,minutes,morning,near,points,rail,score,story,terrence,trail,wvu,16:42,17:25
2017-01-29,HI,aboard,chung,daniel,face,hall,hokule\xe2\x80\x98a,lahainaluna,sailing,seabury,seeded,third,title
2017-01-29,WY,gowyo,wyoming,boise,left,cowboys,laramie,mwbb,cowboy,pts,st,game,start,uw,3-6,@dsettle9,cancer,casper,county,fans,final,host,j-mac,james,jan,justin
2017-01-29,NH,nhpolitics,11:30am/10:30pm,@nh1news,newsmakers,nh,@wbintv,today,allow,bridge,could,law,like,looks,marry,opinion,refugee,saturday,time,vi\xe2\x80\xa6,yr,country,away,center,go
2017-01-29,NJ,volunteer,blue,code,council,county,estate,expected,families,issued,mon,nature,princeton,region,report,returns,shine,snow,new,open,student,10-15,12:00,16-22,3:00
2017-01-29,TX,@texaslawyer,departments,legal,nominations,seeks,year
2017-01-29,LA,list,win,1st,@stevescalise,afford,america\xe2\x80\xa6,become,begin,bowl,brings,carnival,cast,chilly,digit,double,expendable,going,icymi,increases,insurance,kdm,oil,people,practice,premium
2017-01-29,ND,30-year-old,40\xc2\xb0
2017-01-29,NE,boys,president,basketball,nebpreps,@catsilvertv,@kwbe1450,executive,gering,new,order,protest,statement,team,tough,tourney,6:30,@potus,annual,another,beginning,big,championship,committee,county
2017-01-29,TN,sucks,man,another,boss,catoosa,charges,facing,federal,got,leg,life,lose,meth,naked,pistol,shot,stripped,trump,whipped
2017-01-29,PA,coach,.@repchristiana,@bswpa,barath,bench,blues,book,charlie,committees,compete,feel,fewer,fifth,fredric,geneva,helping,klees,l,long,lori,memphis,players,published,s,take
2017-01-29,VA,blacksburg,new,order,people,school,still,trump,update,virginia,@thebreezejmu,community,county,dulles,first,opinion,protest,thanks,@fairfaxpolice,colonial,covawinefest,immigration,president,stafford,year
2017-01-29,CO,greeley,weld,need,new,sip,coffee,colorado,county,crops,farmers,like,monfort,morning,organic,quite,refugees,saturday,season,start,today,tribune,unc,week
2017-01-29,AL,al,city,runner,sharpton,visiting,bowl,civil,county,forrest,going,longtime,rights,rocket,run,voice,$250,@oakwoodu,\xe2\x80\x98to,acr,across,alabama,aldot,annual,apunt\xc3\xb3
2017-01-29,AR,reports,bentonville,arkansas,change,forward,road,schools
2017-01-29,VT,suncmtynews,gov,vt,29th,\xc2\xbb,\xf0\x9f\x93\x88,\xf0\x9f\x93\x8a,\xf0\x9f\x93\xa1,airports,applauds,cities,events,january,phil,scott,vermont,across,editor,letter,protests,upcoming,want,week,\xe2\x80\x98rushed
